id,text,label,subtype,source,received,notes
s00173,": We've placed a hold on your debit/atm card due to some unusual activity, To recover Visit <URL> and verify your identity",scam,bank_phish,smishtank,,smishtank:banking
s00174,"IR-2018-<DATE>, <DATE>, The system detec",scam,other_scam,smishtank,,smishtank:government
s00175,"<URL> : We found a suspicious transaction, for security reasons we have deactivated your account. please secure and verify your payment method to reactivate your account, click and follow the instructions from the following link: <URL>",scam,other_scam,smishtank,,smishtank:others
s00176,IRS_Statement_ID1G8J62K0Z.pdf,scam,other_scam,smishtank,,smishtank:government
s00177,FRM:WA COVID-19 Information MSG:You have $1087 unclaimed covid-19Support payment money : <URL>e/gxXAfJ2Gc2GvDLs6?JSRAOJLDWYJS,scam,other_scam,smishtank,,smishtank:government
s00178,United States Postal Service: Your package has the wrong forwarding address and has been temporarily suspended. Please reply to [ok] and take steps to reactivate it.,scam,delivery_fee,smishtank,,smishtank:delivery
s00179,PO: Order delayed; reschedule at <URL>,scam,delivery_fee,smishtank,,smishtank:delivery
s00180,You were recently invited to share your opinions about issues in : <URL> Not interested? Reply STOP.,scam,other_scam,smishtank,,smishtank:others
s00181,"Your E.D.D account has been locked for security reasons, review:",scam,other_scam,smishtank,,smishtank:government
s00182,Your AlaskaUSA Access to Ultra Branch is Disabled. Restore Your Access <URL> Here,scam,bank_phish,smishtank,,smishtank:banking
s00183,"[IRS]We have received your tax refund application for <DATE>. You are entitled to a refund of $573.00. In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: <DATE>. <URL> (Please reply 'y', then exit the message, reopen the message to activate the link, or copy the link and open it in the Safari browser.) Thank you for your cooperation!",scam,other_scam,smishtank,,smishtank:government
s00184,IRS_TAX_RE-FUND_ID_#184F-BLY5VA00.pdf,scam,other_scam,smishtank,,smishtank:government
s00185,"honey, here's those pics I promised you. I hope u like them, msg <URL>",scam,other_scam,smishtank,,smishtank:others
s00186,(Security Warning-<ACCT>-Contact our 24/7 Support: <PHONE>#) EBT-Card is currently ! MessageID for <PHONE>!,scam,bank_phish,smishtank,,smishtank:banking
s00187,Canada Post - The package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address at the link. <URL>?token=kLiSsmaTxrkYPhNN The Canada Post team wishes you a great day!,scam,delivery_fee,smishtank,,smishtank:delivery
s00188,"Parcel_Tracking: Hi, your package containing the track # 767722YX2 is waiting for you to check the shipping location: package <URL>z/d54pv",scam,delivery_fee,smishtank,,smishtank:delivery
s00189,"Hello, ! I am Tully w/ McGuire Research. We want to hear what you have to say about interesting issues facing your area of . This is for research purposes only and is entirely confidential. Click the link to participate: <URL> Txt STOP to Stop.",scam,other_scam,smishtank,,smishtank:others
s00190,"We were unable to deliver your parcel, To redeliver please visit: <URL> and schedule a redelivery.",scam,delivery_fee,smishtank,,smishtank:delivery
s00191,"{IRS} Your Refund was rejected by IRS, to get approve kindly verify your identity here <URL>ine now",scam,other_scam,smishtank,,smishtank:government
s00192,"Hi, . I'm Aisha. Do you remember me? Last time we met at an auction in .",scam,impersonation,smishtank,,smishtank:wrong number
s00193,COMERICA : Your Comerica banking profile has shown some irregularities. Visit <URL> to update your online banking profile.,scam,bank_phish,smishtank,,smishtank:banking
s00194,"[ I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: <DATE>. (Please reply 'y', then exit the message, reopen the message to activate the link, or copy the link and open it in the Safari browser.) Thank you for your cooperation! Sincerely, [IRS]",scam,other_scam,smishtank,,smishtank:government
s00195,"NETFlx_ID.<ACCT> YOUR SUBSCRIPTION IS_ON ""HOID"",Renewal-your-bill-now: //-@@,<URL>",scam,other_scam,smishtank,,smishtank:others
s00196,Your account has been locked due to unusual <URL>sit <URL> to,scam,bank_phish,smishtank,,smishtank:banking
s00197,ALERT: Your Bank of America Prepaid EDD Debit Card has been blocked due to unusual activity. To reactivate your Bank of America Prepaid EDD Debit Card kindly visit us at <URL>,scam,bank_phish,smishtank,,smishtank:banking
s00198,"['Amazon: Account data access attempt from , . Tap link to respond.', 'Amazon: Sign-in attempt from , . Tap link to respond.']",scam,other_scam,smishtank,,smishtank:others
s00199,Your <URL> Code is <ACCT> Your <URL> Code is <ACCT> Your <URL> Code is <ACCT> Your <URL> Code is <DATE>,scam,other_scam,smishtank,,smishtank:others
s00200,"Hi , just checking in to see how you're managing your health. Do you have any questions or need assistance with appointments, medications, or anything related to your healthcare? Please reply to this message, and we'll be ready to help!",scam,impersonation,smishtank,,smishtank:wrong number
s00201,"Hi, I'm ! Don't let the time change throw off your business's finances. Take advantage of a government credit that could be worth enough money to keep your business running like clockwork. I can tell you how much you might be eligible for. Interested? YES for info, STOP to opt out.",scam,other_scam,smishtank,,smishtank:government
s00202,Alert: 454-MO 3bed/2bth home available now near you no credit check required. click here,scam,other_scam,smishtank,,smishtank:others
s00203,"Hi what are you up to <DATE>, any plans? I'll be here, if you want to chat:<URL>",scam,impersonation,smishtank,,smishtank:wrong number
s00204,"Due to the pandemic, Netflix is giving everyone a free <DATE> subscription to help you stay at home. Get yours here <URL>",scam,other_scam,smishtank,,smishtank:others
s00205,<DATE>! We would like to inform everyone on the recent security breach on our server which led to access of user's data. We encourage everyone to update your accounts. Affected users will receive this message and account will be disabled in <DATE> until you update your account. Update account here: <URL>,scam,other_scam,smishtank,,smishtank:others
s00206,"Greetings from Joseph Collins Finance LTD , We are a licensed loan company well known in the world. Our aims are to help those who are facing financial difficulties. A lot of businesses are being shut down and a lot of people are in debt because they are being rejected by their banks due to their low credit scores. But we are here to let you know when your bank says No we say Yes. Do you need a loan to start a business? or you need a loan to clear your debts? If yes, Let us know how much loan you need and duration , as soon as we receive your response a loan application form will",scam,bank_phish,smishtank,,smishtank:banking
s00207,", this is and I support policies that put people first. I support legalizing cannabis, I fight for racial justice, Medicare for All, a Green New Deal, and income inequality. Your support keeps us in the fight and when we fight we win. We are in this together. Help us continue with you generous $27 donation. Can we count on your help?",scam,other_scam,smishtank,,smishtank:others
s00208,"Hii... I am from Techlink system's I am having A position as a CHEMIST on <ACCT> Location: , CA please let me know .. whether you are interested in this position or not Thank you",scam,other_scam,smishtank,,smishtank:others
s00209,Free Citi Msgs #311: Your debit has been blocked due to irregular activity. To certify please follow: <URL>,scam,bank_phish,smishtank,,smishtank:banking
s00210,"Free Msg: Your bill is paid for <DATE>. Thanks, here's a little gift for you:",scam,other_scam,smishtank,,smishtank:others
s00211,"We regret any inconvenience caused by the package not being delivered as scheduled. To arrange a new delivery date, please utilize the following link: <URL>",scam,delivery_fee,smishtank,,smishtank:delivery
s00212,"Hi baby, here are the photos I wanted to share with you. Let me know what you think...",scam,impersonation,smishtank,,smishtank:wrong number
s00213,From Regions Bank: verify account activity. Did u authorize purchase attempt $511.73 for card ending in <DATE> at Walmart supercenter on <DATE>? Reply yes/no,scam,bank_phish,smishtank,,smishtank:banking
s00214,"Your account is on hold. We’re having some trouble with your current billing information. Recovery your account immediately click link bellow: <URL>:<EMAIL><URL> Please take action on your account within <DATE> to avoid permanent suspension. Regards, Netflix Service",scam,other_scam,smishtank,,smishtank:others
s00215,"The USPS package arrived at the warehouse but could not be delivered due to incomplete address information. Please confirm your address in the link. <URL> (Please reply , then exit the text message and open it again to activate the link, or copy the link and open it in your Safari)",scam,delivery_fee,smishtank,,smishtank:delivery
s00216,"Your shipment AWB1D5MUIO3 has been reverted. To reschedule, go to <URL>",scam,delivery_fee,smishtank,,smishtank:delivery
s00217,My hubby left on vacation and the mf left me all alone. Like to fool around? <URL>,scam,other_scam,smishtank,,smishtank:others
s00218,"You can now reset your Apple ID password at <URL> Be sure to do this before <DATE>. Reminder: You have <DATE> left (until <DATE>) to reset your Apple ID password. To complete this, go to <URL>",scam,other_scam,smishtank,,smishtank:others
s00219,"A ONE-TIME PAYMENT OF $38700 OR AN ADDITIONAL $1400 PER WEEK IS AVAILABLE TO YOU THROUGH THE INTERNAL REVENUE SERVICE. The support is intended to assist in eradicating the pandemic's effects within while also assisting disabled people, communities, and individuals in maintaining their standard of living. YOU ARE NOT REQUIRED TO PAY FOR IT OR PAY BACK. VISIT <URL> TO COMPLETE THE REQUIRED PROCEDURE",scam,other_scam,smishtank,,smishtank:government
